group_key,fold,horizon_step,time,actual,forecast,model_type
london_smart_meters,2,13,2023-01-07 06:00:00,1.20071520,1.38332612,seasonal_naive_fallback
london_smart_meters,2,14,2023-01-07 07:00:00,1.28195066,1.47976981,seasonal_naive_fallback
london_smart_meters,2,15,2023-01-07 08:00:00,1.31273092,1.52147536,seasonal_naive_fallback
london_smart_meters,2,16,2023-01-07 09:00:00,1.28438812,1.49755219,seasonal_naive_fallback
london_smart_meters,2,17,2023-01-07 10:00:00,1.20720469,1.41917806,seasonal_naive_fallback
london_smart_meters,2,18,2023-01-07 11:00:00,1.10739518,1.31612235,seasonal_naive_fallback
london_smart_meters,2,19,2023-01-07 12:00:00,1.01918052,1.22745800,seasonal_naive_fallback
london_smart_meters,2,20,2023-01-07 13:00:00,0.97727869,1.19279540,seasonal_naive_fallback
london_smart_meters,2,21,2023-01-07 14:00:00,1.01117462,1.24564379,seasonal_naive_fallback
london_smart_meters,2,22,2023-01-07 15:00:00,1.13706151,1.40397727,seasonal_naive_fallback
london_smart_meters,2,23,2023-01-07 16:00:00,1.34462525,1.65460953,seasonal_naive_fallback
london_smart_meters,2,24,2023-01-07 17:00:00,1.58608827,1.94021096,seasonal_naive_fallback
london_smart_meters,3,1,2023-01-11 12:00:00,1.12081946,1.16335557,seasonal_naive_fallback
london_smart_meters,3,2,2023-01-11 13:00:00,1.07600735,1.12548680,seasonal_naive_fallback
london_smart_meters,3,3,2023-01-11 14:00:00,1.11788293,1.17013194,seasonal_naive_fallback
london_smart_meters,3,4,2023-01-11 15:00:00,1.26435516,1.31494143,seasonal_naive_fallback
london_smart_meters,3,5,2023-01-11 16:00:00,1.50350999,1.54811273,seasonal_naive_fallback
london_smart_meters,3,6,2023-01-11 17:00:00,1.78130132,1.81602237,seasonal_naive_fallback
london_smart_meters,3,7,2023-01-11 18:00:00,2.00953805,2.03121706,seasonal_naive_fallback
london_smart_meters,3,8,2023-01-11 19:00:00,2.10242363,2.10903701,seasonal_naive_fallback
london_smart_meters,3,9,2023-01-11 20:00:00,2.02299261,2.01409789,seasonal_naive_fallback
london_smart_meters,3,10,2023-01-11 21:00:00,1.80423709,1.78127092,seasonal_naive_fallback
london_smart_meters,3,11,2023-01-11 22:00:00,1.52690454,1.49312895,seasonal_naive_fallback
london_smart_meters,3,12,2023-01-11 23:00:00,1.27236781,1.23242195,seasonal_naive_fallback
london_smart_meters,3,13,2023-01-12 00:00:00,0.88992578,0.84840778,seasonal_naive_fallback
london_smart_meters,3,14,2023-01-12 01:00:00,0.91508587,0.87851345,seasonal_naive_fallback
london_smart_meters,3,15,2023-01-12 02:00:00,0.95587262,0.92865722,seasonal_naive_fallback
london_smart_meters,3,16,2023-01-12 03:00:00,1.01920150,1.00472268,seasonal_naive_fallback
london_smart_meters,3,17,2023-01-12 04:00:00,1.10733253,1.10755176,seasonal_naive_fallback
london_smart_meters,3,18,2023-01-12 05:00:00,1.21273097,1.22795337,seasonal_naive_fallback
london_smart_meters,3,19,2023-01-12 06:00:00,1.31604141,1.34486315,seasonal_naive_fallback
london_smart_meters,3,20,2023-01-12 07:00:00,1.39058295,1.43004404,seasonal_naive_fallback
london_smart_meters,3,21,2023-01-12 08:00:00,1.41303955,1.45897002,seasonal_naive_fallback
london_smart_meters,3,22,2023-01-12 09:00:00,1.37505005,1.42256076,seasonal_naive_fallback
london_smart_meters,3,23,2023-01-12 10:00:00,1.28876430,1.33280873,seasonal_naive_fallback
london_smart_meters,3,24,2023-01-12 11:00:00,1.18346248,1.21939391,seasonal_naive_fallback
london_smart_meters,4,1,2023-01-16 06:00:00,1.35439411,1.17562740,seasonal_naive_fallback
london_smart_meters,4,2,2023-01-16 07:00:00,1.43542972,1.24540231,seasonal_naive_fallback
london_smart_meters,4,3,2023-01-16 08:00:00,1.46383580,1.26643932,seasonal_naive_fallback
london_smart_meters,4,4,2023-01-16 09:00:00,1.43032961,1.23126273,seasonal_naive_fallback
london_smart_meters,4,5,2023-01-16 10:00:00,1.34690793,1.15071103,seasonal_naive_fallback
london_smart_meters,4,6,2023-01-16 11:00:00,1.24344389,1.05099368,seasonal_naive_fallback
london_smart_meters,4,7,2023-01-16 12:00:00,1.15860670,0.96594826,seasonal_naive_fallback
london_smart_meters,4,8,2023-01-16 13:00:00,1.13127254,0.92968362,seasonal_naive_fallback
london_smart_meters,4,9,2023-01-16 14:00:00,1.19401322,0.97095544,seasonal_naive_fallback
london_smart_meters,4,10,2023-01-16 15:00:00,1.36384037,1.10525015,seasonal_naive_fallback
london_smart_meters,4,11,2023-01-16 16:00:00,1.62682815,1.32176538,seasonal_naive_fallback
london_smart_meters,4,12,2023-01-16 17:00:00,1.92525346,1.57254219,seasonal_naive_fallback
london_smart_meters,4,13,2023-01-16 18:00:00,2.16594675,1.77942281,seasonal_naive_fallback
london_smart_meters,4,14,2023-01-16 19:00:00,2.25863770,1.86619498,seasonal_naive_fallback
london_smart_meters,4,15,2023-01-16 20:00:00,2.16482267,1.79959990,seasonal_naive_fallback
london_smart_meters,4,16,2023-01-16 21:00:00,1.92013384,1.60817815,seasonal_naive_fallback
london_smart_meters,4,17,2023-01-16 22:00:00,1.61108264,1.36292133,seasonal_naive_fallback
london_smart_meters,4,18,2023-01-16 23:00:00,1.32535361,1.13578710,seasonal_naive_fallback
london_smart_meters,4,19,2023-01-17 00:00:00,0.90602932,0.92681114,seasonal_naive_fallback
london_smart_meters,4,20,2023-01-17 01:00:00,0.92015483,0.94772248,seasonal_naive_fallback
london_smart_meters,4,21,2023-01-17 02:00:00,0.95589871,0.98519764,seasonal_naive_fallback
london_smart_meters,4,22,2023-01-17 03:00:00,1.02149738,1.04708077,seasonal_naive_fallback
london_smart_meters,4,23,2023-01-17 04:00:00,1.11962257,1.13628895,seasonal_naive_fallback
london_smart_meters,4,24,2023-01-17 05:00:00,1.24189568,1.24538540,seasonal_naive_fallback
london_smart_meters,5,1,2023-01-21 00:00:00,0.79179551,0.97319763,seasonal_naive_fallback
london_smart_meters,5,2,2023-01-21 01:00:00,0.80638419,0.99009850,seasonal_naive_fallback
london_smart_meters,5,3,2023-01-21 02:00:00,0.84167178,1.02584966,seasonal_naive_fallback
london_smart_meters,5,4,2023-01-21 03:00:00,0.90452258,1.08910695,seasonal_naive_fallback
london_smart_meters,5,5,2023-01-21 04:00:00,0.99671990,1.18311476,seasonal_naive_fallback
london_smart_meters,5,6,2023-01-21 05:00:00,1.11016426,1.29996260,seasonal_naive_fallback
london_smart_meters,5,7,2023-01-21 06:00:00,1.22507502,1.41830196,seasonal_naive_fallback
london_smart_meters,5,8,2023-01-21 07:00:00,1.31439290,1.50828578,seasonal_naive_fallback
london_smart_meters,5,9,2023-01-21 08:00:00,1.35405944,1.54338354,seasonal_naive_fallback
london_smart_meters,5,10,2023-01-21 09:00:00,1.33416296,1.51324359,seasonal_naive_fallback
london_smart_meters,5,11,2023-01-21 10:00:00,1.26439523,1.42995402,seasonal_naive_fallback
london_smart_meters,5,12,2023-01-21 11:00:00,1.17105910,1.32447811,seasonal_naive_fallback
london_smart_meters,5,13,2023-01-21 12:00:00,1.08891860,1.23711178,seasonal_naive_fallback
london_smart_meters,5,14,2023-01-21 13:00:00,1.05345380,1.20846843,seasonal_naive_fallback
london_smart_meters,5,15,2023-01-21 14:00:00,1.09494498,1.27265519,seasonal_naive_fallback
london_smart_meters,5,16,2023-01-21 15:00:00,1.23005579,1.44756086,seasonal_naive_fallback
london_smart_meters,5,17,2023-01-21 16:00:00,1.44791288,1.71871678,seasonal_naive_fallback
london_smart_meters,5,18,2023-01-21 17:00:00,1.69847494,2.02583174,seasonal_naive_fallback
london_smart_meters,5,19,2023-01-21 18:00:00,1.89995049,2.27162446,seasonal_naive_fallback
london_smart_meters,5,20,2023-01-21 19:00:00,1.97305412,2.36209880,seasonal_naive_fallback
london_smart_meters,5,21,2023-01-21 20:00:00,1.88456095,2.25772635,seasonal_naive_fallback
london_smart_meters,5,22,2023-01-21 21:00:00,1.66703052,1.99668894,seasonal_naive_fallback
london_smart_meters,5,23,2023-01-21 22:00:00,1.39774759,1.67024716,seasonal_naive_fallback
london_smart_meters,5,24,2023-01-21 23:00:00,1.15421556,1.37050247,seasonal_naive_fallback
morocco_high_resolution,1,1,2023-01-02 00:00:00,0.76976881,0.62810783,seasonal_naive_fallback
morocco_high_resolution,1,2,2023-01-02 01:00:00,0.79212530,0.66031251,seasonal_naive_fallback
morocco_high_resolution,1,3,2023-01-02 02:00:00,0.83535712,0.71051764,seasonal_naive_fallback
morocco_high_resolution,1,4,2023-01-02 03:00:00,0.90896633,0.78517695,seasonal_naive_fallback
morocco_high_resolution,1,5,2023-01-02 04:00:00,1.01642782,0.88580430,seasonal_naive_fallback
morocco_high_resolution,1,6,2023-01-02 05:00:00,1.14870900,1.00368691,seasonal_naive_fallback
morocco_high_resolution,1,7,2023-01-02 06:00:00,1.28168082,1.11783202,seasonal_naive_fallback
morocco_high_resolution,1,8,2023-01-02 07:00:00,1.38167766,1.19970967,seasonal_naive_fallback
morocco_high_resolution,1,9,2023-01-02 08:00:00,1.41880745,1.22445314,seasonal_naive_fallback
morocco_high_resolution,1,10,2023-01-02 09:00:00,1.38136257,1.18293525,seasonal_naive_fallback
morocco_high_resolution,1,11,2023-01-02 10:00:00,1.28251825,1.08732295,seasonal_naive_fallback
morocco_high_resolution,1,12,2023-01-02 11:00:00,1.15541779,0.96683762,seasonal_naive_fallback
morocco_high_resolution,1,13,2023-01-02 12:00:00,1.04090572,0.85730652,seasonal_naive_fallback
morocco_high_resolution,1,14,2023-01-02 13:00:00,0.97597503,0.79129339,seasonal_naive_fallback
morocco_high_resolution,1,15,2023-01-02 14:00:00,0.98690217,0.79216596,seasonal_naive_fallback
morocco_high_resolution,1,16,2023-01-02 15:00:00,1.08396934,0.86951546,seasonal_naive_fallback
morocco_high_resolution,1,17,2023-01-02 16:00:00,1.25366700,1.01249268,seasonal_naive_fallback
morocco_high_resolution,1,18,2023-01-02 17:00:00,1.45234863,1.18440852,seasonal_naive_fallback
morocco_high_resolution,1,19,2023-01-02 18:00:00,1.61324113,1.32861294,seasonal_naive_fallback
morocco_high_resolution,1,20,2023-01-02 19:00:00,1.67294298,1.39081874,seasonal_naive_fallback
morocco_high_resolution,1,21,2023-01-02 20:00:00,1.60457744,1.34708866,seasonal_naive_fallback
morocco_high_resolution,1,22,2023-01-02 21:00:00,1.43266449,1.21650739,seasonal_naive_fallback
morocco_high_resolution,1,23,2023-01-02 22:00:00,1.21682535,1.04766895,seasonal_naive_fallback
morocco_high_resolution,1,24,2023-01-02 23:00:00,1.01751751,0.89003869,seasonal_naive_fallback
morocco_high_resolution,2,1,2023-01-06 18:00:00,1.61863483,1.61849434,seasonal_naive_fallback
morocco_high_resolution,2,2,2023-01-06 19:00:00,1.67245223,1.68806469,seasonal_naive_fallback
morocco_high_resolution,2,3,2023-01-06 20:00:00,1.59861389,1.62860244,seasonal_naive_fallback
morocco_high_resolution,2,4,2023-01-06 21:00:00,1.42247746,1.46395616,seasonal_naive_fallback
morocco_high_resolution,2,5,2023-01-06 22:00:00,1.20437944,1.25344996,seasonal_naive_fallback
morocco_high_resolution,2,6,2023-01-06 23:00:00,1.00509552,1.05728939,seasonal_naive_fallback
morocco_high_resolution,2,7,2023-01-07 00:00:00,0.61452776,0.77568372,seasonal_naive_fallback
morocco_high_resolution,2,8,2023-01-07 01:00:00,0.63421507,0.79405060,seasonal_naive_fallback
morocco_high_resolution,2,9,2023-01-07 02:00:00,0.67733912,0.83529218,seasonal_naive_fallback
morocco_high_resolution,2,10,2023-01-07 03:00:00,0.75131632,0.90928759,seasonal_naive_fallback
morocco_high_resolution,2,11,2023-01-07 04:00:00,0.85782056,1.01954250,seasonal_naive_fallback
morocco_high_resolution,2,12,2023-01-07 05:00:00,0.98737196,1.15661315,seasonal_naive_fallback
morocco_high_resolution,2,13,2023-01-07 06:00:00,1.11734432,1.29554229,seasonal_naive_fallback
morocco_high_resolution,2,14,2023-01-07 07:00:00,1.21700319,1.40160981,seasonal_naive_fallback
morocco_high_resolution,2,15,2023-01-07 08:00:00,1.25916203,1.44394277,seasonal_naive_fallback
morocco_high_resolution,2,16,2023-01-07 09:00:00,1.23269161,1.41018750,seasonal_naive_fallback
morocco_high_resolution,2,17,2023-01-07 10:00:00,1.14831352,1.31329526,seasonal_naive_fallback
morocco_high_resolution,2,18,2023-01-07 11:00:00,1.03437369,1.18650609,seasonal_naive_fallback
morocco_high_resolution,2,19,2023-01-07 12:00:00,0.92629564,1.07090360,seasonal_naive_fallback
morocco_high_resolution,2,20,2023-01-07 13:00:00,0.85663836,1.00373468,seasonal_naive_fallback
morocco_high_resolution,2,21,2023-01-07 14:00:00,0.84914764,1.01150227,seasonal_naive_fallback
morocco_high_resolution,2,22,2023-01-07 15:00:00,0.91414511,1.10467223,seasonal_naive_fallback
morocco_high_resolution,2,23,2023-01-07 16:00:00,1.04176899,1.26984282,seasonal_naive_fallback
morocco_high_resolution,2,24,2023-01-07 17:00:00,1.19647872,1.46339864,seasonal_naive_fallback
morocco_high_resolution,3,1,2023-01-11 12:00:00,1.00934850,1.02902369,seasonal_naive_fallback
morocco_high_resolution,3,2,2023-01-11 13:00:00,0.92894832,0.96199692,seasonal_naive_fallback
morocco_high_resolution,3,3,2023-01-11 14:00:00,0.91905504,0.96454873,seasonal_naive_fallback
morocco_high_resolution,3,4,2023-01-11 15:00:00,0.99120674,1.04698202,seasonal_naive_fallback
morocco_high_resolution,3,5,2023-01-11 16:00:00,1.13444356,1.19712784,seasonal_naive_fallback
morocco_high_resolution,3,6,2023-01-11 17:00:00,1.30925808,1.37432555,seasonal_naive_fallback
morocco_high_resolution,3,7,2023-01-11 18:00:00,1.45413082,1.51613018,seasonal_naive_fallback
morocco_high_resolution,3,8,2023-01-11 19:00:00,1.51031750,1.56348424,seasonal_naive_fallback
morocco_high_resolution,3,9,2023-01-11 20:00:00,1.45277245,1.49204301,seasonal_naive_fallback
morocco_high_resolution,3,10,2023-01-11 21:00:00,1.30388296,1.32598150,seasonal_naive_fallback
morocco_high_resolution,3,11,2023-01-11 22:00:00,1.11811600,1.12223247,seasonal_naive_fallback
morocco_high_resolution,3,12,2023-01-11 23:00:00,0.95007638,0.93787755,seasonal_naive_fallback
morocco_high_resolution,3,13,2023-01-12 00:00:00,0.70618118,0.67947849,seasonal_naive_fallback
morocco_high_resolution,3,14,2023-01-12 01:00:00,0.74021628,0.70714969,seasonal_naive_fallback
morocco_high_resolution,3,15,2023-01-12 02:00:00,0.79448149,0.76014825,seasonal_naive_fallback
morocco_high_resolution,3,16,2023-01-12 03:00:00,0.87625188,0.84605893,seasonal_naive_fallback
morocco_high_resolution,3,17,2023-01-12 04:00:00,0.98721561,0.96624271,seasonal_naive_fallback
morocco_high_resolution,3,18,2023-01-12 05:00:00,1.11759203,1.10991393,seasonal_naive_fallback
morocco_high_resolution,3,19,2023-01-12 06:00:00,1.24390200,1.25198199,seasonal_naive_fallback
morocco_high_resolution,3,20,2023-01-12 07:00:00,1.33433178,1.35863904,seasonal_naive_fallback
morocco_high_resolution,3,21,2023-01-12 08:00:00,1.36125236,1.40022686,seasonal_naive_fallback
morocco_high_resolution,3,22,2023-01-12 09:00:00,1.31463073,1.36500921,seasonal_naive_fallback
morocco_high_resolution,3,23,2023-01-12 10:00:00,1.20811028,1.26549625,seasonal_naive_fallback
morocco_high_resolution,3,24,2023-01-12 11:00:00,1.07418748,1.13368898,seasonal_naive_fallback
morocco_high_resolution,4,1,2023-01-16 06:00:00,1.22230178,1.05286437,seasonal_naive_fallback
morocco_high_resolution,4,2,2023-01-16 07:00:00,1.31081842,1.13878593,seasonal_naive_fallback
morocco_high_resolution,4,3,2023-01-16 08:00:00,1.33809791,1.16958197,seasonal_naive_fallback
morocco_high_resolution,4,4,2023-01-16 09:00:00,1.29405316,1.13588100,seasonal_naive_fallback
morocco_high_resolution,4,5,2023-01-16 10:00:00,1.19196360,1.04853141,seasonal_naive_fallback
morocco_high_resolution,4,6,2023-01-16 11:00:00,1.06378001,0.93465797,seasonal_naive_fallback
morocco_high_resolution,4,7,2023-01-16 12:00:00,0.94858522,0.82788505,seasonal_naive_fallback
morocco_high_resolution,4,8,2023-01-16 13:00:00,0.88172963,0.75908783,seasonal_naive_fallback
morocco_high_resolution,4,9,2023-01-16 14:00:00,0.88834755,0.75080777,seasonal_naive_fallback
morocco_high_resolution,4,10,2023-01-16 15:00:00,0.97837743,0.81290940,seasonal_naive_fallback
morocco_high_resolution,4,11,2023-01-16 16:00:00,1.13927172,0.93627272,seasonal_naive_fallback
morocco_high_resolution,4,12,2023-01-16 17:00:00,1.33009475,1.08766354,seasonal_naive_fallback
morocco_high_resolution,4,13,2023-01-16 18:00:00,1.48807876,1.21514084,seasonal_naive_fallback
morocco_high_resolution,4,14,2023-01-16 19:00:00,1.55333790,1.26881191,seasonal_naive_fallback
morocco_high_resolution,4,15,2023-01-16 20:00:00,1.49980082,1.22685514,seasonal_naive_fallback
morocco_high_resolution,4,16,2023-01-16 21:00:00,1.34916228,1.10724487,seasonal_naive_fallback
morocco_high_resolution,4,17,2023-01-16 22:00:00,1.15585487,0.95508163,seasonal_naive_fallback
morocco_high_resolution,4,18,2023-01-16 23:00:00,0.97529608,0.81588885,seasonal_naive_fallback
morocco_high_resolution,4,19,2023-01-17 00:00:00,0.71559116,0.71314342,seasonal_naive_fallback
morocco_high_resolution,4,20,2023-01-17 01:00:00,0.73220112,0.74385837,seasonal_naive_fallback
morocco_high_resolution,4,21,2023-01-17 02:00:00,0.77001239,0.79339700,seasonal_naive_fallback
morocco_high_resolution,4,22,2023-01-17 03:00:00,0.83829072,0.86956141,seasonal_naive_fallback
morocco_high_resolution,4,23,2023-01-17 04:00:00,0.94042251,0.97471887,seasonal_naive_fallback
morocco_high_resolution,4,24,2023-01-17 05:00:00,1.06779999,1.09986800,seasonal_naive_fallback
morocco_high_resolution,5,1,2023-01-21 00:00:00,0.63363467,0.76169612,seasonal_naive_fallback
morocco_high_resolution,5,2,2023-01-21 01:00:00,0.64702501,0.78865708,seasonal_naive_fallback
morocco_high_resolution,5,3,2023-01-21 02:00:00,0.68144033,0.83551751,seasonal_naive_fallback
morocco_high_resolution,5,4,2023-01-21 03:00:00,0.74526240,0.91121503,seasonal_naive_fallback
morocco_high_resolution,5,5,2023-01-21 04:00:00,0.84134480,1.01886710,seasonal_naive_fallback
morocco_high_resolution,5,6,2023-01-21 05:00:00,0.96149447,1.14940331,seasonal_naive_fallback
morocco_high_resolution,5,7,2023-01-21 06:00:00,1.08431614,1.27901967,seasonal_naive_fallback
morocco_high_resolution,5,8,2023-01-21 07:00:00,1.18004703,1.37466130,seasonal_naive_fallback
morocco_high_resolution,5,9,2023-01-21 08:00:00,1.22203104,1.40714536,seasonal_naive_fallback
morocco_high_resolution,5,10,2023-01-21 09:00:00,1.19914367,1.36536205,seasonal_naive_fallback
morocco_high_resolution,5,11,2023-01-21 10:00:00,1.12163211,1.26285015,seasonal_naive_fallback
morocco_high_resolution,5,12,2023-01-21 11:00:00,1.01702867,1.13289280,seasonal_naive_fallback
morocco_high_resolution,5,13,2023-01-21 12:00:00,0.91976357,1.01634364,seasonal_naive_fallback
morocco_high_resolution,5,14,2023-01-21 13:00:00,0.86135221,0.95015740,seasonal_naive_fallback
morocco_high_resolution,5,15,2023-01-21 14:00:00,0.86454304,0.96055960,seasonal_naive_fallback
morocco_high_resolution,5,16,2023-01-21 15:00:00,0.93877872,1.05779752,seasonal_naive_fallback
morocco_high_resolution,5,17,2023-01-21 16:00:00,1.07346992,1.22841492,seasonal_naive_fallback
morocco_high_resolution,5,18,2023-01-21 17:00:00,1.23247946,1.42897719,seasonal_naive_fallback
morocco_high_resolution,5,19,2023-01-21 18:00:00,1.35998508,1.59301972,seasonal_naive_fallback
morocco_high_resolution,5,20,2023-01-21 19:00:00,1.40296452,1.65729265,seasonal_naive_fallback
morocco_high_resolution,5,21,2023-01-21 20:00:00,1.33936465,1.59461807,seasonal_naive_fallback
morocco_high_resolution,5,22,2023-01-21 21:00:00,1.19069042,1.42868703,seasonal_naive_fallback
morocco_high_resolution,5,23,2023-01-21 22:00:00,1.00803272,1.21802315,seasonal_naive_fallback
morocco_high_resolution,5,24,2023-01-21 23:00:00,0.84280696,1.02214149,seasonal_naive_fallback
nigeria_smart_meter,1,1,2023-01-02 00:00:00,0.58653706,0.54682375,seasonal_naive_fallback
nigeria_smart_meter,1,2,2023-01-02 01:00:00,0.59293360,0.55174614,seasonal_naive_fallback
nigeria_smart_meter,1,3,2023-01-02 02:00:00,0.61374440,0.56452708,seasonal_naive_fallback
nigeria_smart_meter,1,4,2023-01-02 03:00:00,0.65366327,0.58978870,seasonal_naive_fallback
nigeria_smart_meter,1,5,2023-01-02 04:00:00,0.71392691,0.62961621,seasonal_naive_fallback
nigeria_smart_meter,1,6,2023-01-02 05:00:00,0.78916984,0.68073512,seasonal_naive_fallback
nigeria_smart_meter,1,7,2023-01-02 06:00:00,0.86627021,0.73336486,seasonal_naive_fallback
nigeria_smart_meter,1,8,2023-01-02 07:00:00,0.92726793,0.77356081,seasonal_naive_fallback
nigeria_smart_meter,1,9,2023-01-02 08:00:00,0.95612190,0.78886604,seasonal_naive_fallback
nigeria_smart_meter,1,10,2023-01-02 09:00:00,0.94600799,0.77445189,seasonal_naive_fallback
nigeria_smart_meter,1,11,2023-01-02 10:00:00,0.90285698,0.73605694,seasonal_naive_fallback
nigeria_smart_meter,1,12,2023-01-02 11:00:00,0.84332005,0.68817078,seasonal_naive_fallback
nigeria_smart_meter,1,13,2023-01-02 12:00:00,0.78931881,0.64932519,seasonal_naive_fallback
nigeria_smart_meter,1,14,2023-01-02 13:00:00,0.76288372,0.63768582,seasonal_naive_fallback
nigeria_smart_meter,1,15,2023-01-02 14:00:00,0.78240974,0.66791410,seasonal_naive_fallback
nigeria_smart_meter,1,16,2023-01-02 15:00:00,0.85776414,0.74707787,seasonal_naive_fallback
nigeria_smart_meter,1,17,2023-01-02 16:00:00,0.98228701,0.86790450,seasonal_naive_fallback
nigeria_smart_meter,1,18,2023-01-02 17:00:00,1.12613679,1.00319838,seasonal_naive_fallback
nigeria_smart_meter,1,19,2023-01-02 18:00:00,1.24084384,1.10991801,seasonal_naive_fallback
nigeria_smart_meter,1,20,2023-01-02 19:00:00,1.27967013,1.14687351,seasonal_naive_fallback
nigeria_smart_meter,1,21,2023-01-02 20:00:00,1.22336463,1.09705517,seasonal_naive_fallback
nigeria_smart_meter,1,22,2023-01-02 21:00:00,1.09169766,0.97764902,seasonal_naive_fallback
nigeria_smart_meter,1,23,2023-01-02 22:00:00,0.93080691,0.82911579,seasonal_naive_fallback
nigeria_smart_meter,1,24,2023-01-02 23:00:00,0.78672328,0.69227012,seasonal_naive_fallback
nigeria_smart_meter,2,1,2023-01-06 18:00:00,1.15333264,1.21386192,seasonal_naive_fallback
nigeria_smart_meter,2,2,2023-01-06 19:00:00,1.19385640,1.25055897,seasonal_naive_fallback
nigeria_smart_meter,2,3,2023-01-06 20:00:00,1.14600811,1.19319649,seasonal_naive_fallback
nigeria_smart_meter,2,4,2023-01-06 21:00:00,1.02780625,1.06102266,seasonal_naive_fallback
nigeria_smart_meter,2,5,2023-01-06 22:00:00,0.88203553,0.89874508,seasonal_naive_fallback
nigeria_smart_meter,2,6,2023-01-06 23:00:00,0.75141218,0.75122032,seasonal_naive_fallback
nigeria_smart_meter,2,7,2023-01-07 00:00:00,0.47400107,0.54051410,seasonal_naive_fallback
nigeria_smart_meter,2,8,2023-01-07 01:00:00,0.49431186,0.55128748,seasonal_naive_fallback
nigeria_smart_meter,2,9,2023-01-07 02:00:00,0.52327675,0.57629164,seasonal_naive_fallback
nigeria_smart_meter,2,10,2023-01-07 03:00:00,0.56324585,0.61933575,seasonal_naive_fallback
nigeria_smart_meter,2,11,2023-01-07 04:00:00,0.61429021,0.68097160,seasonal_naive_fallback
nigeria_smart_meter,2,12,2023-01-07 05:00:00,0.67181077,0.75560527,seasonal_naive_fallback
nigeria_smart_meter,2,13,2023-01-07 06:00:00,0.72565966,0.83047306,seasonal_naive_fallback
